"IDATid","SNPid","SAMPLE_ID","INVENTORY_SAMPLE_NAME","SampleType","Plate","GreenIDAT","RedIDAT"
"5745976055_R02C01","WG0117614.DNAC10",587704,"Panc 05.04","CellLine","WG0117614","5745976055_r02c01_grn.idat","5745976055_r02c01_red.idat"
"5745976057_R02C01","WG0117614.DNAC11",587712,"Su86.86","CellLine","WG0117614","5745976057_r02c01_grn.idat","5745976057_r02c01_red.idat"
"5745896053_R04C01","WG0117614.DNAD01",587630,"Pfeiffer","CellLine","WG0117614","5745896053_r04c01_grn.idat","5745896053_r04c01_red.idat"
"5745968009_R04C01","WG0117614.DNAD02",587638,"RL","CellLine","WG0117614","5745968009_r04c01_grn.idat","5745968009_r04c01_red.idat"
"5745968011_R04C01","WG0117614.DNAD03",587646,"SU-DHL-16","CellLine","WG0117614","5745968011_r04c01_grn.idat","5745968011_r04c01_red.idat"
"5745976033_R04C01","WG0117614.DNAD04",587654,"SU-DHL-8","CellLine","WG0117614","5745976033_r04c01_grn.idat","5745976033_r04c01_red.idat"
"5745976038_R04C01","WG0117614.DNAD05",587662,"WSU-DLCL2","CellLine","WG0117614","5745976038_r04c01_grn.idat","5745976038_r04c01_red.idat"
"5745896050_R04C01","WG0117614.DNAD06",587671,"EF027","CellLine","WG0117614","5745896050_r04c01_grn.idat","5745896050_r04c01_red.idat"
"5745976044_R04C01","WG0117614.DNAD07",587679,"OvCA420","CellLine","WG0117614","5745976044_r04c01_grn.idat","5745976044_r04c01_red.idat"
"5745976051_R04C01","WG0117614.DNAD08",587688,"TOV21G","CellLine","WG0117614","5745976051_r04c01_grn.idat","5745976051_r04c01_red.idat"
"5745976053_R04C01","WG0117614.DNAD09",587697,"Hs766.T","CellLine","WG0117614","5745976053_r04c01_grn.idat","5745976053_r04c01_red.idat"
"5745976055_R04C01","WG0117614.DNAD10",587705,"Panc 08.13","CellLine","WG0117614","5745976055_r04c01_grn.idat","5745976055_r04c01_red.idat"
"5745976057_R04C01","WG0117614.DNAD11",587713,"SW1990","CellLine","WG0117614","5745976057_r04c01_grn.idat","5745976057_r04c01_red.idat"
"5745976059_R04C01","WG0117614.DNAD12",587720,"624 mel","CellLine","WG0117614","5745976059_r04c01_grn.idat","5745976059_r04c01_red.idat"
"5745968008_R01C01","WG0117614.DNAE01",587631,"Raji","CellLine","WG0117614","5745968008_r01c01_grn.idat","5745968008_r01c01_red.idat"
"5745968010_R01C01","WG0117614.DNAE02",587639,"Sc-1","CellLine","WG0117614","5745968010_r01c01_grn.idat","5745968010_r01c01_red.idat"
"5745976039_R01C01","WG0117614.DNAE05",587663,"WSU-FSCCL","CellLine","WG0117614","5745976039_r01c01_grn.idat","5745976039_r01c01_red.idat"
"5745976043_R01C01","WG0117614.DNAE06",587672,"ES2-TO","CellLine","WG0117614","5745976043_r01c01_grn.idat","5745976043_r01c01_red.idat"
"5745976045_R01C01","WG0117614.DNAE07",587680,"OvCA429","CellLine","WG0117614","5745976045_r01c01_grn.idat","5745976045_r01c01_red.idat"
"5745976052_R01C01","WG0117614.DNAE08",587689,"AsPc1","CellLine","WG0117614","5745976052_r01c01_grn.idat","5745976052_r01c01_red.idat"
"5745976054_R01C01","WG0117614.DNAE09",587698,"HupT3","CellLine","WG0117614","5745976054_r01c01_grn.idat","5745976054_r01c01_red.idat"
"5745976056_R01C01","WG0117614.DNAE10",587706,"Panc 10.05","CellLine","WG0117614","5745976056_r01c01_grn.idat","5745976056_r01c01_red.idat"
"5745976058_R01C01","WG0117614.DNAE11",587714,"501A","CellLine","WG0117614","5745976058_r01c01_grn.idat","5745976058_r01c01_red.idat"
"5745976060_R01C01","WG0117614.DNAE12",587721,"888","CellLine","WG0117614","5745976060_r01c01_grn.idat","5745976060_r01c01_red.idat"
"5745968008_R03C01","WG0117614.DNAF01",587632,"Ramos","CellLine","WG0117614","5745968008_r03c01_grn.idat","5745968008_r03c01_red.idat"
"5745968010_R03C01","WG0117614.DNAF02",587640,"SCC-3","CellLine","WG0117614","5745968010_r03c01_grn.idat","5745968010_r03c01_red.idat"
"5745976039_R03C01","WG0117614.DNAF05",587664,"WSU-NHL","CellLine","WG0117614","5745976039_r03c01_grn.idat","5745976039_r03c01_red.idat"
"5745976043_R03C01","WG0117614.DNAF06",587673,"HEY1","CellLine","WG0117614","5745976043_r03c01_grn.idat","5745976043_r03c01_red.idat"
"5745976045_R03C01","WG0117614.DNAF07",587682,"Ovcar3","CellLine","WG0117614","5745976045_r03c01_grn.idat","5745976045_r03c01_red.idat"
"5745976052_R03C01","WG0117614.DNAF08",587690,"BxPc3","CellLine","WG0117614","5745976052_r03c01_grn.idat","5745976052_r03c01_red.idat"
"5745976054_R03C01","WG0117614.DNAF09",587699,"KP4","CellLine","WG0117614","5745976054_r03c01_grn.idat","5745976054_r03c01_red.idat"
"5745976056_R03C01","WG0117614.DNAF10",587707,"Panc-1","CellLine","WG0117614","5745976056_r03c01_grn.idat","5745976056_r03c01_red.idat"
"5745976058_R03C01","WG0117614.DNAF11",587715,"537 MEL","CellLine","WG0117614","5745976058_r03c01_grn.idat","5745976058_r03c01_red.idat"
"5745976060_R03C01","WG0117614.DNAF12",587722,"928 MEL","CellLine","WG0117614","5745976060_r03c01_grn.idat","5745976060_r03c01_red.idat"
"5745968008_R02C01","WG0117614.DNAG01",587633,"RC-K8","CellLine","WG0117614","5745968008_r02c01_grn.idat","5745968008_r02c01_red.idat"
"5745968010_R02C01","WG0117614.DNAG02",587641,"SR-786","CellLine","WG0117614","5745968010_r02c01_grn.idat","5745968010_r02c01_red.idat"
"5745976032_R02C01","WG0117614.DNAG03",587649,"SU-DHL-4","CellLine","WG0117614","5745976032_r02c01_grn.idat","5745976032_r02c01_red.idat"
"5745976034_R02C01","WG0117614.DNAG04",587657,"TK","CellLine","WG0117614","5745976034_r02c01_grn.idat","5745976034_r02c01_red.idat"
"5745976039_R02C01","WG0117614.DNAG05",587665,"59M","CellLine","WG0117614","5745976039_r02c01_grn.idat","5745976039_r02c01_red.idat"
"5745976043_R02C01","WG0117614.DNAG06",587674,"IGROV1","CellLine","WG0117614","5745976043_r02c01_grn.idat","5745976043_r02c01_red.idat"
"5745976045_R02C01","WG0117614.DNAG07",587683,"Ovcar4","CellLine","WG0117614","5745976045_r02c01_grn.idat","5745976045_r02c01_red.idat"
"5745976052_R02C01","WG0117614.DNAG08",587691,"Capan1","CellLine","WG0117614","5745976052_r02c01_grn.idat","5745976052_r02c01_red.idat"
"5745976054_R02C01","WG0117614.DNAG09",587700,"MiaPaca 2","CellLine","WG0117614","5745976054_r02c01_grn.idat","5745976054_r02c01_red.idat"
"5745976056_R02C01","WG0117614.DNAG10",587708,"Patu 8902","CellLine","WG0117614","5745976056_r02c01_grn.idat","5745976056_r02c01_red.idat"
"5745976060_R02C01","WG0117614.DNAG12",587723,"A-375","CellLine","WG0117614","5745976060_r02c01_grn.idat","5745976060_r02c01_red.idat"
"5745968008_R04C01","WG0117614.DNAH01",587634,"REC-1","CellLine","WG0117614","5745968008_r04c01_grn.idat","5745968008_r04c01_red.idat"
"5745968010_R04C01","WG0117614.DNAH02",587642,"SU-DHL-1","CellLine","WG0117614","5745968010_r04c01_grn.idat","5745968010_r04c01_red.idat"
"5745976032_R04C01","WG0117614.DNAH03",587650,"SU-DHL-5","CellLine","WG0117614","5745976032_r04c01_grn.idat","5745976032_r04c01_red.idat"
"5745976034_R04C01","WG0117614.DNAH04",587658,"TMD-8","CellLine","WG0117614","5745976034_r04c01_grn.idat","5745976034_r04c01_red.idat"
"5745976039_R04C01","WG0117614.DNAH05",587666,"A2780ADR","CellLine","WG0117614","5745976039_r04c01_grn.idat","5745976039_r04c01_red.idat"
"5745976043_R04C01","WG0117614.DNAH06",587675,"OAW28","CellLine","WG0117614","5745976043_r04c01_grn.idat","5745976043_r04c01_red.idat"
"5745976045_R04C01","WG0117614.DNAH07",587684,"Ovcar5","CellLine","WG0117614","5745976045_r04c01_grn.idat","5745976045_r04c01_red.idat"
"5745976052_R04C01","WG0117614.DNAH08",587692,"Capan2","CellLine","WG0117614","5745976052_r04c01_grn.idat","5745976052_r04c01_red.idat"
"5745976054_R04C01","WG0117614.DNAH09",587701,"Panc 02.03","CellLine","WG0117614","5745976054_r04c01_grn.idat","5745976054_r04c01_red.idat"
"5745976056_R04C01","WG0117614.DNAH10",587709,"Patu 8988T","CellLine","WG0117614","5745976056_r04c01_grn.idat","5745976056_r04c01_red.idat"
"5745976060_R04C01","WG0117614.DNAH12",587724,"A2058","CellLine","WG0117614","5745976060_r04c01_grn.idat","5745976060_r04c01_red.idat"
"5745976010_R01C01","WG0117617.DNAA02",587732,"G-361","CellLine","WG0117617","5745976010_r01c01_grn.idat","5745976010_r01c01_red.idat"
"5745167056_R01C01","WG0117617.DNAA03",587740,"MeWo","CellLine","WG0117617","5745167056_r01c01_grn.idat","5745167056_r01c01_red.idat"
"5745781044_R01C01","WG0117617.DNAA04",587804,"CHL-1","CellLine","WG0117617","5745781044_r01c01_grn.idat","5745781044_r01c01_red.idat"
"5745896012_R02C01","WG0117617.DNAA10",588238,"Skmel2_R2","CellLine","WG0117617","5745896012_r02c01_grn.idat","5745896012_r02c01_red.idat"
"5745781051_R02C01","WG0117617.DNAA11",588263,"U-2 OS (parental)","CellLine","WG0117617","5745781051_r02c01_grn.idat","5745781051_r02c01_red.idat"
"5745976010_R03C01","WG0117617.DNAB02",587733,"Hs294T","CellLine","WG0117617","5745976010_r03c01_grn.idat","5745976010_r03c01_red.idat"
"5745896012_R01C01","WG0117617.DNAB03",587741,"RPMI-7951","CellLine","WG0117617","5745896012_r01c01_grn.idat","5745896012_r01c01_red.idat"
"5745976018_R03C01","WG0117617.DNAB10",588239,"Skmel2_R3","CellLine","WG0117617","5745976018_r03c01_grn.idat","5745976018_r03c01_red.idat"
"5745976010_R02C01","WG0117617.DNAC02",587734,"HS69ST","CellLine","WG0117617","5745976010_r02c01_grn.idat","5745976010_r02c01_red.idat"
"5745167056_R02C01","WG0117617.DNAC03",587742,"SK-MEL-28","CellLine","WG0117617","5745167056_r02c01_grn.idat","5745167056_r02c01_red.idat"
"5745976018_R02C01","WG0117617.DNAC10",588241,"Fu-Ov-1","CellLine","WG0117617","5745976018_r02c01_grn.idat","5745976018_r02c01_red.idat"
"5745976010_R04C01","WG0117617.DNAD02",587735,"HS940T","CellLine","WG0117617","5745976010_r04c01_grn.idat","5745976010_r04c01_red.idat"
"5745167056_R04C01","WG0117617.DNAD03",587743,"SK23","CellLine","WG0117617","5745167056_r04c01_grn.idat","5745167056_r04c01_red.idat"
"5745896012_R04C01","WG0117617.DNAD10",588242,"Hs 38.T","CellLine","WG0117617","5745896012_r04c01_grn.idat","5745896012_r04c01_red.idat"
"5745167014_R01C01","WG0117617.DNAE02",587736,"HT144","CellLine","WG0117617","5745167014_r01c01_grn.idat","5745167014_r01c01_red.idat"
"5745167042_R01C01","WG0117617.DNAE03",587744,"Skmel2","CellLine","WG0117617","5745167042_r01c01_grn.idat","5745167042_r01c01_red.idat"
"5745976011_R01C01","WG0117617.DNAE09",588234,"H1770","CellLine","WG0117617","5745976011_r01c01_grn.idat","5745976011_r01c01_red.idat"
"5745976031_R01C01","WG0117617.DNAE10",588243,"KP4 x1.1","CellLine","WG0117617","5745976031_r01c01_grn.idat","5745976031_r01c01_red.idat"
"5745167014_R03C01","WG0117617.DNAF02",587737,"LOX-IMIV","CellLine","WG0117617","5745167014_r03c01_grn.idat","5745167014_r03c01_red.idat"
"5745167042_R03C01","WG0117617.DNAF03",587745,"Skmel5","CellLine","WG0117617","5745167042_r03c01_grn.idat","5745167042_r03c01_red.idat"
"5745976011_R03C01","WG0117617.DNAF09",588235,"H2196","CellLine","WG0117617","5745976011_r03c01_grn.idat","5745976011_r03c01_red.idat"
"5745976031_R03C01","WG0117617.DNAF10",588244,"OAW28NR","CellLine","WG0117617","5745976031_r03c01_grn.idat","5745976031_r03c01_red.idat"
"5745167057_R02C01","WG0117617.DNAG01",587730,"C32","CellLine","WG0117617","5745167057_r02c01_grn.idat","5745167057_r02c01_red.idat"
"5745167014_R02C01","WG0117617.DNAG02",587738,"Malme-3M","CellLine","WG0117617","5745167014_r02c01_grn.idat","5745167014_r02c01_red.idat"
"5745167042_R02C01","WG0117617.DNAG03",587746,"UAC257","CellLine","WG0117617","5745167042_r02c01_grn.idat","5745167042_r02c01_red.idat"
"5745976011_R02C01","WG0117617.DNAG09",588236,"H2198","CellLine","WG0117617","5745976011_r02c01_grn.idat","5745976011_r02c01_red.idat"
"5745976031_R02C01","WG0117617.DNAG10",588245,"OvCA433","CellLine","WG0117617","5745976031_r02c01_grn.idat","5745976031_r02c01_red.idat"
"5745167057_R04C01","WG0117617.DNAH01",587731,"COLO 829","CellLine","WG0117617","5745167057_r04c01_grn.idat","5745167057_r04c01_red.idat"
"5745167014_R04C01","WG0117617.DNAH02",587739,"MDA-MB-435","CellLine","WG0117617","5745167014_r04c01_grn.idat","5745167014_r04c01_red.idat"
"5745896012_R03C01","WG0117617.DNAH03",587747,"UCSD242L","CellLine","WG0117617","5745896012_r03c01_grn.idat","5745896012_r03c01_red.idat"
"5745976031_R04C01","WG0117617.DNAH10",588246,"PL-21","CellLine","WG0117617","5745976031_r04c01_grn.idat","5745976031_r04c01_red.idat"
"5745167005_R01C01","WG0117620.DNAA02",587497,"DLD-1","CellLine","WG0117620","5745167005_r01c01_grn.idat","5745167005_r01c01_red.idat"
"5745781026_R01C01","WG0117620.DNAA03",587505,"LS1034","CellLine","WG0117620","5745781026_r01c01_grn.idat","5745781026_r01c01_red.idat"
"5745167025_R01C01","WG0117620.DNAA04",587513,"SW1463","CellLine","WG0117620","5745167025_r01c01_grn.idat","5745167025_r01c01_red.idat"
"5745167040_R01C01","WG0117620.DNAA05",587524,"A549","CellLine","WG0117620","5745167040_r01c01_grn.idat","5745167040_r01c01_red.idat"
"5745167006_R01C01","WG0117620.DNAA06",587536,"H1573","CellLine","WG0117620","5745167006_r01c01_grn.idat","5745167006_r01c01_red.idat"
"5745167016_R01C01","WG0117620.DNAA07",587554,"NCI-H1435","CellLine","WG0117620","5745167016_r01c01_grn.idat","5745167016_r01c01_red.idat"
"5745781025_R01C01","WG0117620.DNAA08",587565,"NCI-H1944","CellLine","WG0117620","5745781025_r01c01_grn.idat","5745781025_r01c01_red.idat"
"5745896058_R01C01","WG0117620.DNAA09",587592,"NCI-H82","CellLine","WG0117620","5745896058_r01c01_grn.idat","5745896058_r01c01_red.idat"
"5745167011_R01C01","WG0117620.DNAA10",587605,"CA46","CellLine","WG0117620","5745167011_r01c01_grn.idat","5745167011_r01c01_red.idat"
"5745167019_R01C01","WG0117620.DNAA11",587613,"GRANTA-519","CellLine","WG0117620","5745167019_r01c01_grn.idat","5745167019_r01c01_red.idat"
"5745167008_R03C01","WG0117620.DNAB01",587490,"COLO 205","CellLine","WG0117620","5745167008_r03c01_grn.idat","5745167008_r03c01_red.idat"
"5745167005_R03C01","WG0117620.DNAB02",587498,"HCT 116","CellLine","WG0117620","5745167005_r03c01_grn.idat","5745167005_r03c01_red.idat"
"5745781026_R03C01","WG0117620.DNAB03",587506,"LS180","CellLine","WG0117620","5745781026_r03c01_grn.idat","5745781026_r03c01_red.idat"
"5745167025_R03C01","WG0117620.DNAB04",587514,"SW403","CellLine","WG0117620","5745167025_r03c01_grn.idat","5745167025_r03c01_red.idat"
"5745167040_R03C01","WG0117620.DNAB05",587526,"Calu-1","CellLine","WG0117620","5745167040_r03c01_grn.idat","5745167040_r03c01_red.idat"
"5745167006_R03C01","WG0117620.DNAB06",587537,"H1693","CellLine","WG0117620","5745167006_r03c01_grn.idat","5745167006_r03c01_red.idat"
"5745167016_R03C01","WG0117620.DNAB07",587555,"NCI-H1437","CellLine","WG0117620","5745167016_r03c01_grn.idat","5745167016_r03c01_red.idat"
"5745781025_R03C01","WG0117620.DNAB08",587567,"NCI-H1993","CellLine","WG0117620","5745781025_r03c01_grn.idat","5745781025_r03c01_red.idat"
"5745167038_R03C01","WG0117620.DNAB09",587593,"NCI-H838","CellLine","WG0117620","5745167038_r03c01_grn.idat","5745167038_r03c01_red.idat"
"5745167011_R03C01","WG0117620.DNAB10",587606,"Ci-1","CellLine","WG0117620","5745167011_r03c01_grn.idat","5745167011_r03c01_red.idat"
"5745167013_R03C01","WG0117620.DNAB12",587621,"MC116","CellLine","WG0117620","5745167013_r03c01_grn.idat","5745167013_r03c01_red.idat"
"5745167008_R02C01","WG0117620.DNAC01",587491,"COLO 320DM","CellLine","WG0117620","5745167008_r02c01_grn.idat","5745167008_r02c01_red.idat"
"5745167005_R02C01","WG0117620.DNAC02",587499,"HCT-15","CellLine","WG0117620","5745167005_r02c01_grn.idat","5745167005_r02c01_red.idat"
"5745781026_R02C01","WG0117620.DNAC03",587507,"MDST8","CellLine","WG0117620","5745781026_r02c01_grn.idat","5745781026_r02c01_red.idat"
"5745167025_R02C01","WG0117620.DNAC04",587515,"SW480","CellLine","WG0117620","5745167025_r02c01_grn.idat","5745167025_r02c01_red.idat"
"5745167040_R02C01","WG0117620.DNAC05",587527,"Calu-3","CellLine","WG0117620","5745167040_r02c01_grn.idat","5745167040_r02c01_red.idat"
"5745167006_R02C01","WG0117620.DNAC06",587538,"H1792","CellLine","WG0117620","5745167006_r02c01_grn.idat","5745167006_r02c01_red.idat"
"5745167016_R02C01","WG0117620.DNAC07",587556,"NCI-H1568","CellLine","WG0117620","5745167016_r02c01_grn.idat","5745167016_r02c01_red.idat"
"5745781025_R02C01","WG0117620.DNAC08",587569,"NCI-H2030","CellLine","WG0117620","5745781025_r02c01_grn.idat","5745781025_r02c01_red.idat"
"5745167038_R02C01","WG0117620.DNAC09",587596,"RERF-LC-MS","CellLine","WG0117620","5745167038_r02c01_grn.idat","5745167038_r02c01_red.idat"
"5745167011_R02C01","WG0117620.DNAC10",587607,"DB","CellLine","WG0117620","5745167011_r02c01_grn.idat","5745167011_r02c01_red.idat"
"5745167019_R02C01","WG0117620.DNAC11",587615,"HS-Sultan","CellLine","WG0117620","5745167019_r02c01_grn.idat","5745167019_r02c01_red.idat"
"5745167013_R02C01","WG0117620.DNAC12",587622,"MHH-PREB-1","CellLine","WG0117620","5745167013_r02c01_grn.idat","5745167013_r02c01_red.idat"
"5745167008_R04C01","WG0117620.DNAD01",587492,"COLO 741","CellLine","WG0117620","5745167008_r04c01_grn.idat","5745167008_r04c01_red.idat"
"5745167005_R04C01","WG0117620.DNAD02",587500,"HCT-8","CellLine","WG0117620","5745167005_r04c01_grn.idat","5745167005_r04c01_red.idat"
"5745781026_R04C01","WG0117620.DNAD03",587508,"RKO","CellLine","WG0117620","5745781026_r04c01_grn.idat","5745781026_r04c01_red.idat"
"5745167025_R04C01","WG0117620.DNAD04",587516,"SW620","CellLine","WG0117620","5745167025_r04c01_grn.idat","5745167025_r04c01_red.idat"
"5745896026_R04C01","WG0117620.DNAD05",587528,"Calu-6","CellLine","WG0117620","5745896026_r04c01_grn.idat","5745896026_r04c01_red.idat"
"5745167006_R04C01","WG0117620.DNAD06",587541,"HCC-15","CellLine","WG0117620","5745167006_r04c01_grn.idat","5745167006_r04c01_red.idat"
"5745167016_R04C01","WG0117620.DNAD07",587557,"NCI-H1650","CellLine","WG0117620","5745167016_r04c01_grn.idat","5745167016_r04c01_red.idat"
"5745781025_R04C01","WG0117620.DNAD08",587571,"NCI-H2106","CellLine","WG0117620","5745781025_r04c01_grn.idat","5745781025_r04c01_red.idat"
"5745167038_R04C01","WG0117620.DNAD09",587598,"SK-MES-1","CellLine","WG0117620","5745167038_r04c01_grn.idat","5745167038_r04c01_red.idat"
"5745167011_R04C01","WG0117620.DNAD10",587608,"DOHH2","CellLine","WG0117620","5745167011_r04c01_grn.idat","5745167011_r04c01_red.idat"
"5745167019_R04C01","WG0117620.DNAD11",587616,"HT","CellLine","WG0117620","5745167019_r04c01_grn.idat","5745167019_r04c01_red.idat"
"5745896058_R02C01","WG0117620.DNAD12",587623,"Namalwa","CellLine","WG0117620","5745896058_r02c01_grn.idat","5745896058_r02c01_red.idat"
"5745167021_R01C01","WG0117620.DNAE01",587493,"COLO-206F","CellLine","WG0117620","5745167021_r01c01_grn.idat","5745167021_r01c01_red.idat"
"5745167002_R01C01","WG0117620.DNAE02",587501,"HT-29","CellLine","WG0117620","5745167002_r01c01_grn.idat","5745167002_r01c01_red.idat"
"5745781021_R01C01","WG0117620.DNAE03",587509,"RKO-AS45.1","CellLine","WG0117620","5745781021_r01c01_grn.idat","5745781021_r01c01_red.idat"
"5745781060_R01C01","WG0117620.DNAE04",587517,"SW837","CellLine","WG0117620","5745781060_r01c01_grn.idat","5745781060_r01c01_red.idat"
"5745167024_R01C01","WG0117620.DNAE05",587529,"EBC-1","CellLine","WG0117620","5745167024_r01c01_grn.idat","5745167024_r01c01_red.idat"
"5745167009_R01C01","WG0117620.DNAE06",587543,"HLF-a","CellLine","WG0117620","5745167009_r01c01_grn.idat","5745167009_r01c01_red.idat"
"5745167043_R01C01","WG0117620.DNAE07",587559,"NCI-H1666","CellLine","WG0117620","5745167043_r01c01_grn.idat","5745167043_r01c01_red.idat"
"5745781059_R01C01","WG0117620.DNAE08",587577,"NCI-H23","CellLine","WG0117620","5745781059_r01c01_grn.idat","5745781059_r01c01_red.idat"
"5745167041_R01C01","WG0117620.DNAE09",587600,"SW1573","CellLine","WG0117620","5745167041_r01c01_grn.idat","5745167041_r01c01_red.idat"
"5745167007_R01C01","WG0117620.DNAE10",587609,"EB-3","CellLine","WG0117620","5745167007_r01c01_grn.idat","5745167007_r01c01_red.idat"
"5745167004_R01C01","WG0117620.DNAE11",587617,"JeKo-1","CellLine","WG0117620","5745167004_r01c01_grn.idat","5745167004_r01c01_red.idat"
"5745167012_R01C01","WG0117620.DNAE12",587624,"NU-DHL-1","CellLine","WG0117620","5745167012_r01c01_grn.idat","5745167012_r01c01_red.idat"
"5745167021_R03C01","WG0117620.DNAF01",587494,"COLO320HSR","CellLine","WG0117620","5745167021_r03c01_grn.idat","5745167021_r03c01_red.idat"
"5745167002_R03C01","WG0117620.DNAF02",587502,"HT55","CellLine","WG0117620","5745167002_r03c01_grn.idat","5745167002_r03c01_red.idat"
"5745781021_R03C01","WG0117620.DNAF03",587510,"SK-CO-1","CellLine","WG0117620","5745781021_r03c01_grn.idat","5745781021_r03c01_red.idat"
"5745781060_R03C01","WG0117620.DNAF04",587518,"SW948","CellLine","WG0117620","5745781060_r03c01_grn.idat","5745781060_r03c01_red.idat"
"5745167024_R03C01","WG0117620.DNAF05",587533,"EKVX","CellLine","WG0117620","5745167024_r03c01_grn.idat","5745167024_r03c01_red.idat"
"5745167009_R03C01","WG0117620.DNAF06",587544,"HOP-18","CellLine","WG0117620","5745167009_r03c01_grn.idat","5745167009_r03c01_red.idat"
"5745167043_R03C01","WG0117620.DNAF07",587562,"NCI-H1781","CellLine","WG0117620","5745167043_r03c01_grn.idat","5745167043_r03c01_red.idat"
"5745781059_R03C01","WG0117620.DNAF08",587578,"NCI-H2405","CellLine","WG0117620","5745781059_r03c01_grn.idat","5745781059_r03c01_red.idat"
"5745167041_R03C01","WG0117620.DNAF09",587602,"A3/Kawakami","CellLine","WG0117620","5745167041_r03c01_grn.idat","5745167041_r03c01_red.idat"
"5745167007_R03C01","WG0117620.DNAF10",587610,"EB1","CellLine","WG0117620","5745167007_r03c01_grn.idat","5745167007_r03c01_red.idat"
"5745167004_R03C01","WG0117620.DNAF11",587618,"Jiyoye","CellLine","WG0117620","5745167004_r03c01_grn.idat","5745167004_r03c01_red.idat"
"5745167012_R03C01","WG0117620.DNAF12",587625,"NU-DUL-1","CellLine","WG0117620","5745167012_r03c01_grn.idat","5745167012_r03c01_red.idat"
"5745167021_R02C01","WG0117620.DNAG01",587495,"COLO678","CellLine","WG0117620","5745167021_r02c01_grn.idat","5745167021_r02c01_red.idat"
"5745167002_R02C01","WG0117620.DNAG02",587503,"KM-12","CellLine","WG0117620","5745167002_r02c01_grn.idat","5745167002_r02c01_red.idat"
"5745781021_R02C01","WG0117620.DNAG03",587511,"SW1116","CellLine","WG0117620","5745781021_r02c01_grn.idat","5745781021_r02c01_red.idat"
"5745781060_R02C01","WG0117620.DNAG04",587519,"T84","CellLine","WG0117620","5745781060_r02c01_grn.idat","5745781060_r02c01_red.idat"
"5745167024_R02C01","WG0117620.DNAG05",587534,"H1355","CellLine","WG0117620","5745167024_r02c01_grn.idat","5745167024_r02c01_red.idat"
"5745167009_R02C01","WG0117620.DNAG06",587547,"KNS-62","CellLine","WG0117620","5745167009_r02c01_grn.idat","5745167009_r02c01_red.idat"
"5745167043_R02C01","WG0117620.DNAG07",587563,"NCI-H1793","CellLine","WG0117620","5745167043_r02c01_grn.idat","5745167043_r02c01_red.idat"
"5745781059_R02C01","WG0117620.DNAG08",587588,"NCI-H647","CellLine","WG0117620","5745781059_r02c01_grn.idat","5745781059_r02c01_red.idat"
"5745167041_R02C01","WG0117620.DNAG09",587603,"A4/Fukada","CellLine","WG0117620","5745167041_r02c01_grn.idat","5745167041_r02c01_red.idat"
"5745167007_R02C01","WG0117620.DNAG10",587611,"Farage","CellLine","WG0117620","5745167007_r02c01_grn.idat","5745167007_r02c01_red.idat"
"5745167004_R02C01","WG0117620.DNAG11",587619,"KARPAS-1106P","CellLine","WG0117620","5745167004_r02c01_grn.idat","5745167004_r02c01_red.idat"
"5745167012_R02C01","WG0117620.DNAG12",587626,"OCI-Ly10","CellLine","WG0117620","5745167012_r02c01_grn.idat","5745167012_r02c01_red.idat"
"5745167021_R04C01","WG0117620.DNAH01",587496,"CX-1","CellLine","WG0117620","5745167021_r04c01_grn.idat","5745167021_r04c01_red.idat"
"5745167002_R04C01","WG0117620.DNAH02",587504,"LoVo","CellLine","WG0117620","5745167002_r04c01_grn.idat","5745167002_r04c01_red.idat"
"5745781021_R04C01","WG0117620.DNAH03",587512,"SW1417","CellLine","WG0117620","5745781021_r04c01_grn.idat","5745781021_r04c01_red.idat"
"5745781060_R04C01","WG0117620.DNAH04",587523,"A-427","CellLine","WG0117620","5745781060_r04c01_grn.idat","5745781060_r04c01_red.idat"
"5745167024_R04C01","WG0117620.DNAH05",587535,"H1373","CellLine","WG0117620","5745167024_r04c01_grn.idat","5745167024_r04c01_red.idat"
"5745167009_R04C01","WG0117620.DNAH06",587551,"NCI-H1048","CellLine","WG0117620","5745167009_r04c01_grn.idat","5745167009_r04c01_red.idat"
"5745167043_R04C01","WG0117620.DNAH07",587564,"NCI-H1838","CellLine","WG0117620","5745167043_r04c01_grn.idat","5745167043_r04c01_red.idat"
"5745781059_R04C01","WG0117620.DNAH08",587590,"NCI-H661","CellLine","WG0117620","5745781059_r04c01_grn.idat","5745781059_r04c01_red.idat"
"5745167041_R04C01","WG0117620.DNAH09",587604,"BJAB","CellLine","WG0117620","5745167041_r04c01_grn.idat","5745167041_r04c01_red.idat"
"5745167007_R04C01","WG0117620.DNAH10",587612,"GA-10","CellLine","WG0117620","5745167007_r04c01_grn.idat","5745167007_r04c01_red.idat"
"5745167004_R04C01","WG0117620.DNAH11",587620,"Karpas-422","CellLine","WG0117620","5745167004_r04c01_grn.idat","5745167004_r04c01_red.idat"
"5745167012_R04C01","WG0117620.DNAH12",587627,"OCI-LY19","CellLine","WG0117620","5745167012_r04c01_grn.idat","5745167012_r04c01_red.idat"
"6298021043_R01C01","WG0118056.DNAA02",637020,"WiDr","CellLine","WG0118056","6298021043_R01C01_Grn.idat","6298021043_R01C01_Red.idat"
"6317404080_R01C01","WG0118056.DNAA03",637028,"G-402","CellLine","WG0118056","6317404080_R01C01_Grn.idat","6317404080_R01C01_Red.idat"
