"IDATid","SNPid","SAMPLE_ID","INVENTORY_SAMPLE_NAME","SampleType","Plate","GreenIDAT","RedIDAT"
"6317404031_R04C01","WG0118064.DNAH01",636322,"HeLa","CellLine","WG0118064","6317404031_R04C01_Grn.idat","6317404031_R04C01_Red.idat"
"6298012089_R03C01","WG0118064.DNAH02",636330,"COLO 206F","CellLine","WG0118064","6298012089_R03C01_Grn.idat","6298012089_R03C01_Red.idat"
"6317404093_R04C01","WG0118064.DNAH03",636338,"RKO-E6","CellLine","WG0118064","6317404093_R04C01_Grn.idat","6317404093_R04C01_Red.idat"
"6317404044_R04C01","WG0118064.DNAH04",636346,"ACHN","CellLine","WG0118064","6317404044_R04C01_Grn.idat","6317404044_R04C01_Red.idat"
"6317404005_R04C01","WG0118064.DNAH05",636354,"SNU-475","CellLine","WG0118064","6317404005_R04C01_Grn.idat","6317404005_R04C01_Red.idat"
"6317404041_R04C01","WG0118064.DNAH06",636362,"HCC78","CellLine","WG0118064","6317404041_R04C01_Grn.idat","6317404041_R04C01_Red.idat"
"6317404096_R04C01","WG0118064.DNAH07",636370,"SCLC-21H","CellLine","WG0118064","6317404096_R04C01_Grn.idat","6317404096_R04C01_Red.idat"
"6317404061_R04C01","WG0118064.DNAH08",636378,"Hs 294T","CellLine","WG0118064","6317404061_R04C01_Grn.idat","6317404061_R04C01_Red.idat"
"6312937092_R04C01","WG0118064.DNAH09",636386,"UM-UC-1","CellLine","WG0118064","6312937092_R04C01_Grn.idat","6312937092_R04C01_Red.idat"
"6317404068_R04C01","WG0118064.DNAH10",636394,"HCC1011","CellLine","WG0118064","6317404068_R04C01_Grn.idat","6317404068_R04C01_Red.idat"
"6317404003_R04C01","WG0118064.DNAH11",636402,"LNCAP clone FGC","CellLine","WG0118064","6317404003_R04C01_Grn.idat","6317404003_R04C01_Red.idat"
"6317391011_R04C01","WG0118064.DNAH12",636409,"HCC1482","CellLine","WG0118064","6317391011_R04C01_Grn.idat","6317391011_R04C01_Red.idat"
"7814197039_R03C01","WG0118065.DNAB01",639615,"UACC-893 (RPMI)","CellLine","WG0118065","7814197039_r03c01_grn.idat","7814197039_r03c01_red.idat"
"7802903033_R01C01","WG0118065.DNAB02",639622,"TYK-nu","CellLine","WG0118065","7802903033_r01c01_grn.idat","7802903033_r01c01_red.idat"
"7802903014_R04C01","WG0118065.DNAB03",639629,"DMS 454","CellLine","WG0118065","7802903014_r04c01_grn.idat","7802903014_r04c01_red.idat"
"7802903011_R02C01","WG0118065.DNAB04",639636,"GP5d","CellLine","WG0118065","7802903011_r02c01_grn.idat","7802903011_r02c01_red.idat"
"7802903007_R03C01","WG0118065.DNAB05",639643,"RCM-1","CellLine","WG0118065","7802903007_r03c01_grn.idat","7802903007_r03c01_red.idat"
"7802903008_R01C01","WG0118065.DNAB06",639650,"MCF 10A CDC25B -/- (Sigma)","CellLine","WG0118065","7802903008_r01c01_grn.idat","7802903008_r01c01_red.idat"
"7814197033_R04C01","WG0118065.DNAB07",639657,"MCF 10A PARP2 -/- (Sigma)","CellLine","WG0118065","7814197033_r04c01_grn.idat","7814197033_r04c01_red.idat"
"7814197062_R02C01","WG0118065.DNAB08",639664,"NCI-H460 GDC-0941RF","CellLine","WG0118065","7814197062_r02c01_grn.idat","7814197062_r02c01_red.idat"
"7814197065_R03C01","WG0118065.DNAB09",639671,"NCI-H2081","CellLine","WG0118065","7814197065_r03c01_grn.idat","7814197065_r03c01_red.idat"
"7814197101_R01C01","WG0118065.DNAB10",639678,"NCI-H2196","CellLine","WG0118065","7814197101_r01c01_grn.idat","7814197101_r01c01_red.idat"
"7814197063_R04C01","WG0118065.DNAB11",639685,"KPL-4 T-DM1 R","CellLine","WG0118065","7814197063_r04c01_grn.idat","7814197063_r04c01_red.idat"
"7814197039_R02C01","WG0118065.DNAC01",639616,"MCF 10A RFP-TUBA1B (Sigma)","CellLine","WG0118065","7814197039_r02c01_grn.idat","7814197039_r02c01_red.idat"
"7802903033_R03C01","WG0118065.DNAC02",639623,"OVTOKO","CellLine","WG0118065","7802903033_r03c01_grn.idat","7802903033_r03c01_red.idat"
"7802903043_R01C01","WG0118065.DNAC03",639630,"OVISE","CellLine","WG0118065","7802903043_r01c01_grn.idat","7802903043_r01c01_red.idat"
"7802903011_R04C01","WG0118065.DNAC04",639637,"DMS 53","CellLine","WG0118065","7802903011_r04c01_grn.idat","7802903011_r04c01_red.idat"
"7802903007_R02C01","WG0118065.DNAC05",639644,"NCI-H2198","CellLine","WG0118065","7802903007_r02c01_grn.idat","7802903007_r02c01_red.idat"
"7802903008_R03C01","WG0118065.DNAC06",639651,"KYSE-450","CellLine","WG0118065","7802903008_r03c01_grn.idat","7802903008_r03c01_red.idat"
"7814197061_R01C01","WG0118065.DNAC07",639658,"OVSAHO","CellLine","WG0118065","7814197061_r01c01_grn.idat","7814197061_r01c01_red.idat"
"7814197062_R04C01","WG0118065.DNAC08",639665,"THP-1","CellLine","WG0118065","7814197062_r04c01_grn.idat","7814197062_r04c01_red.idat"
"7814197065_R02C01","WG0118065.DNAC09",639672,"SW 900","CellLine","WG0118065","7814197065_r02c01_grn.idat","7814197065_r02c01_red.idat"
"7814197101_R03C01","WG0118065.DNAC10",639679,"NCI-H847","CellLine","WG0118065","7814197101_r03c01_grn.idat","7814197101_r03c01_red.idat"
"7814197039_R04C01","WG0118065.DNAD01",639617,"GP2d","CellLine","WG0118065","7814197039_r04c01_grn.idat","7814197039_r04c01_red.idat"
"7802903033_R02C01","WG0118065.DNAD02",639624,"MCAS","CellLine","WG0118065","7802903033_r02c01_grn.idat","7802903033_r02c01_red.idat"
"7802903043_R03C01","WG0118065.DNAD03",639631,"KYSE-30","CellLine","WG0118065","7802903043_r03c01_grn.idat","7802903043_r03c01_red.idat"
"7802903019_R01C01","WG0118065.DNAD04",639638,"HT-115","CellLine","WG0118065","7802903019_r01c01_grn.idat","7802903019_r01c01_red.idat"
"7802903007_R04C01","WG0118065.DNAD05",639645,"RMG-I","CellLine","WG0118065","7802903007_r04c01_grn.idat","7802903007_r04c01_red.idat"
"7802903008_R02C01","WG0118065.DNAD06",639652,"KYSE-140","CellLine","WG0118065","7802903008_r02c01_grn.idat","7802903008_r02c01_red.idat"
"7814197061_R03C01","WG0118065.DNAD07",639659,"KYSE-150","CellLine","WG0118065","7814197061_r03c01_grn.idat","7814197061_r03c01_red.idat"
"7659844056_R01C01","WG0118065.DNAD08",639666,"CW-2","CellLine","WG0118065","7659844056_r01c01_grn.idat","7659844056_r01c01_red.idat"
"7814197065_R04C01","WG0118065.DNAD09",639673,"Hs 675.T","CellLine","WG0118065","7814197065_r04c01_grn.idat","7814197065_r04c01_red.idat"
"7814197101_R02C01","WG0118065.DNAD10",639680,"NCI-H510A","CellLine","WG0118065","7814197101_r02c01_grn.idat","7814197101_r02c01_red.idat"
"7500673002_R01C01","WG0118065.DNAE01",639618,"HCC33 (DSMZ)","CellLine","WG0118065","7500673002_r01c01_grn.idat","7500673002_r01c01_red.idat"
"7802903033_R04C01","WG0118065.DNAE02",639625,"MCF 10A AKT2 -/- (Sigma)","CellLine","WG0118065","7802903033_r04c01_grn.idat","7802903033_r04c01_red.idat"
"7802903043_R02C01","WG0118065.DNAE03",639632,"MCF 10A GSK3b -/- (Sigma)","CellLine","WG0118065","7802903043_r02c01_grn.idat","7802903043_r02c01_red.idat"
"7802903019_R03C01","WG0118065.DNAE04",639639,"KYSE-520","CellLine","WG0118065","7802903019_r03c01_grn.idat","7802903019_r03c01_red.idat"
"7802903031_R01C01","WG0118065.DNAE05",639646,"MCF 10A HER2 -/- (Sigma)","CellLine","WG0118065","7802903031_r01c01_grn.idat","7802903031_r01c01_red.idat"
"7802903008_R04C01","WG0118065.DNAE06",639653,"NCI-H2795","CellLine","WG0118065","7802903008_r04c01_grn.idat","7802903008_r04c01_red.idat"
"7814197061_R02C01","WG0118065.DNAE07",639660,"KYSE-510","CellLine","WG0118065","7814197061_r02c01_grn.idat","7814197061_r02c01_red.idat"
"7659844056_R03C01","WG0118065.DNAE08",639667,"OVKATE","CellLine","WG0118065","7659844056_r03c01_grn.idat","7659844056_r03c01_red.idat"
"7500673001_R01C01","WG0118065.DNAE09",639674,"JL-1","CellLine","WG0118065","7500673001_r01c01_grn.idat","7500673001_r01c01_red.idat"
"7814197101_R04C01","WG0118065.DNAE10",639681,"NCI-H2172","CellLine","WG0118065","7814197101_r04c01_grn.idat","7814197101_r04c01_red.idat"
"7500673002_R03C01","WG0118065.DNAF01",639619,"A549 GDC-0349R","CellLine","WG0118065","7500673002_r03c01_grn.idat","7500673002_r03c01_red.idat"
"7802903014_R01C01","WG0118065.DNAF02",639626,"KURAMOCHI","CellLine","WG0118065","7802903014_r01c01_grn.idat","7802903014_r01c01_red.idat"
"7802903043_R04C01","WG0118065.DNAF03",639633,"A549  GDC-0941RF","CellLine","WG0118065","7802903043_r04c01_grn.idat","7802903043_r04c01_red.idat"
"7802903019_R02C01","WG0118065.DNAF04",639640,"TYK-nu.CP-r","CellLine","WG0118065","7802903019_r02c01_grn.idat","7802903019_r02c01_red.idat"
"7802903031_R03C01","WG0118065.DNAF05",639647,"RMUG-S","CellLine","WG0118065","7802903031_r03c01_grn.idat","7802903031_r03c01_red.idat"
"7814197033_R01C01","WG0118065.DNAF06",639654,"NCI-H460 GDC-0349R","CellLine","WG0118065","7814197033_r01c01_grn.idat","7814197033_r01c01_red.idat"
"7814197061_R04C01","WG0118065.DNAF07",639661,"SK-MEL-3","CellLine","WG0118065","7814197061_r04c01_grn.idat","7814197061_r04c01_red.idat"
"7659844056_R02C01","WG0118065.DNAF08",639668,"OVMANA","CellLine","WG0118065","7659844056_r02c01_grn.idat","7659844056_r02c01_red.idat"
"7500673001_R03C01","WG0118065.DNAF09",639675,"Hs 38.T","CellLine","WG0118065","7500673001_r03c01_grn.idat","7500673001_r03c01_red.idat"
"7814197063_R01C01","WG0118065.DNAF10",639682,"HCC193","CellLine","WG0118065","7814197063_r01c01_grn.idat","7814197063_r01c01_red.idat"
"7500673002_R02C01","WG0118065.DNAG01",639620,"NCI-H1882","CellLine","WG0118065","7500673002_r02c01_grn.idat","7500673002_r02c01_red.idat"
"7802903014_R03C01","WG0118065.DNAG02",639627,"KYSE-70","CellLine","WG0118065","7802903014_r03c01_grn.idat","7802903014_r03c01_red.idat"
"7802903011_R01C01","WG0118065.DNAG03",639634,"MCF 10A TP53 -/- (Sigma)","CellLine","WG0118065","7802903011_r01c01_grn.idat","7802903011_r01c01_red.idat"
"7802903019_R04C01","WG0118065.DNAG04",639641,"RKN","CellLine","WG0118065","7802903019_r04c01_grn.idat","7802903019_r04c01_red.idat"
"7802903031_R02C01","WG0118065.DNAG05",639648,"KYSE-270","CellLine","WG0118065","7802903031_r02c01_grn.idat","7802903031_r02c01_red.idat"
"7814197033_R03C01","WG0118065.DNAG06",639655,"COLO 680N","CellLine","WG0118065","7814197033_r03c01_grn.idat","7814197033_r03c01_red.idat"
"7814197062_R01C01","WG0118065.DNAG07",639662,"NCI-H460 GDC-0941RS","CellLine","WG0118065","7814197062_r01c01_grn.idat","7814197062_r01c01_red.idat"
"7659844056_R04C01","WG0118065.DNAG08",639669,"A-498","CellLine","WG0118065","7659844056_r04c01_grn.idat","7659844056_r04c01_red.idat"
"7500673001_R02C01","WG0118065.DNAG09",639676,"Kasumi-1","CellLine","WG0118065","7500673001_r02c01_grn.idat","7500673001_r02c01_red.idat"
"7814197063_R03C01","WG0118065.DNAG10",639683,"SK-MEL-31","CellLine","WG0118065","7814197063_r03c01_grn.idat","7814197063_r03c01_red.idat"
"7500673002_R04C01","WG0118065.DNAH01",639621,"MCF 10A SYK -/- (Sigma)","CellLine","WG0118065","7500673002_r04c01_grn.idat","7500673002_r04c01_red.idat"
"7802903014_R02C01","WG0118065.DNAH02",639628,"MCF 10A BCR -/- (Sigma)","CellLine","WG0118065","7802903014_r02c01_grn.idat","7802903014_r02c01_red.idat"
"7802903011_R03C01","WG0118065.DNAH03",639635,"COLO 792","CellLine","WG0118065","7802903011_r03c01_grn.idat","7802903011_r03c01_red.idat"
"7802903007_R01C01","WG0118065.DNAH04",639642,"KYSE-180","CellLine","WG0118065","7802903007_r01c01_grn.idat","7802903007_r01c01_red.idat"
"7802903031_R04C01","WG0118065.DNAH05",639649,"IM95m","CellLine","WG0118065","7802903031_r04c01_grn.idat","7802903031_r04c01_red.idat"
"7814197033_R02C01","WG0118065.DNAH06",639656,"ONCO-DG-1","CellLine","WG0118065","7814197033_r02c01_grn.idat","7814197033_r02c01_red.idat"
"7814197062_R03C01","WG0118065.DNAH07",639663,"CaR-1","CellLine","WG0118065","7814197062_r03c01_grn.idat","7814197062_r03c01_red.idat"
"7814197065_R01C01","WG0118065.DNAH08",639670,"SK-MM-2","CellLine","WG0118065","7814197065_r01c01_grn.idat","7814197065_r01c01_red.idat"
"7500673001_R04C01","WG0118065.DNAH09",639677,"HL-60","CellLine","WG0118065","7500673001_r04c01_grn.idat","7500673001_r04c01_red.idat"
"7814197063_R02C01","WG0118065.DNAH10",639684,"MKN7","CellLine","WG0118065","7814197063_r02c01_grn.idat","7814197063_r02c01_red.idat"
"6298021037_R01C01","WG0118066.DNAA02",635662,"KMS-21BM","CellLine","WG0118066","6298021037_r01c01_grn.idat","6298021037_r01c01_red.idat"
"6298021040_R01C01","WG0118066.DNAA03",635677,"NCI-H929","CellLine","WG0118066","6298021040_r01c01_grn.idat","6298021040_r01c01_red.idat"
"6317383022_R01C01","WG0118066.DNAA04",635686,"EKVX","CellLine","WG0118066","6317383022_r01c01_grn.idat","6317383022_r01c01_red.idat"
"6317383038_R01C01","WG0118066.DNAA05",635694,"NCI-H1299","CellLine","WG0118066","6317383038_r01c01_grn.idat","6317383038_r01c01_red.idat"
"6317383047_R01C01","WG0118066.DNAA06",635703,"NCI-H1975 (IVCC)","CellLine","WG0118066","6317383047_r01c01_grn.idat","6317383047_r01c01_red.idat"
"6776934007_R01C01","WG0118066.DNAA07",635713,"NCI-H441","CellLine","WG0118066","6776934007_r01c01_grn.idat","6776934007_r01c01_red.idat"
"6246968095_R01C01","WG0118066.DNAA08",635721,"CAL-148","CellLine","WG0118066","6246968095_r01c01_grn.idat","6246968095_r01c01_red.idat"
"6776934008_R01C01","WG0118066.DNAA09",635668,"Hs 578T","CellLine","WG0118066","6776934008_r01c01_grn.idat","6776934008_r01c01_red.idat"
"6298021011_R03C01","WG0118066.DNAB01",635661,"AMO-1","CellLine","WG0118066","6298021011_r03c01_grn.idat","6298021011_r03c01_red.idat"
"6298021037_R03C01","WG0118066.DNAB02",635667,"KMS-28BM","CellLine","WG0118066","6298021037_r03c01_grn.idat","6298021037_r03c01_red.idat"
"6298021040_R03C01","WG0118066.DNAB03",635678,"OPM-2","CellLine","WG0118066","6298021040_r03c01_grn.idat","6298021040_r03c01_red.idat"
"6317383022_R03C01","WG0118066.DNAB04",635687,"HCC2935 (UTSW)","CellLine","WG0118066","6317383022_r03c01_grn.idat","6317383022_r03c01_red.idat"
"6317383038_R03C01","WG0118066.DNAB05",635695,"NCI-H1435","CellLine","WG0118066","6317383038_r03c01_grn.idat","6317383038_r03c01_red.idat"
"6317383047_R03C01","WG0118066.DNAB06",635704,"NCI-H2009","CellLine","WG0118066","6317383047_r03c01_grn.idat","6317383047_r03c01_red.idat"
"6776934007_R03C01","WG0118066.DNAB07",635714,"NCI-H460","CellLine","WG0118066","6776934007_r03c01_grn.idat","6776934007_r03c01_red.idat"
"6246968095_R03C01","WG0118066.DNAB08",635722,"CAL51","CellLine","WG0118066","6246968095_r03c01_grn.idat","6246968095_r03c01_red.idat"
"6776934008_R03C01","WG0118066.DNAB09",635669,"KPL-1","CellLine","WG0118066","6776934008_r03c01_grn.idat","6776934008_r03c01_red.idat"
"6298021011_R02C01","WG0118066.DNAC01",635676,"EJM","CellLine","WG0118066","6298021011_r02c01_grn.idat","6298021011_r02c01_red.idat"
"6298021037_R02C01","WG0118066.DNAC02",635670,"KMS-28PE","CellLine","WG0118066","6298021037_r02c01_grn.idat","6298021037_r02c01_red.idat"
"6298021040_R02C01","WG0118066.DNAC03",635679,"RPMI 8226","CellLine","WG0118066","6298021040_r02c01_grn.idat","6298021040_r02c01_red.idat"
"6317383022_R02C01","WG0118066.DNAC04",635688,"HCC4011","CellLine","WG0118066","6317383022_r02c01_grn.idat","6317383022_r02c01_red.idat"
"6317383038_R02C01","WG0118066.DNAC05",635696,"NCI-H1568","CellLine","WG0118066","6317383038_r02c01_grn.idat","6317383038_r02c01_red.idat"
"6317383047_R02C01","WG0118066.DNAC06",635706,"NCI-H2030","CellLine","WG0118066","6317383047_r02c01_grn.idat","6317383047_r02c01_red.idat"
"6776934007_R02C01","WG0118066.DNAC07",635715,"NCI-H520","CellLine","WG0118066","6776934007_r02c01_grn.idat","6776934007_r02c01_red.idat"
"6246968095_R02C01","WG0118066.DNAC08",635723,"CAMA-1","CellLine","WG0118066","6246968095_r02c01_grn.idat","6246968095_r02c01_red.idat"
"6298021011_R04C01","WG0118066.DNAD01",635684,"JJN-3","CellLine","WG0118066","6298021011_r04c01_grn.idat","6298021011_r04c01_red.idat"
"6298021037_R04C01","WG0118066.DNAD02",635671,"KMS-34","CellLine","WG0118066","6298021037_r04c01_grn.idat","6298021037_r04c01_red.idat"
"6298021040_R04C01","WG0118066.DNAD03",635680,"A-427","CellLine","WG0118066","6298021040_r04c01_grn.idat","6298021040_r04c01_red.idat"
"6317383022_R04C01","WG0118066.DNAD04",635689,"HCC827","CellLine","WG0118066","6317383022_r04c01_grn.idat","6317383022_r04c01_red.idat"
"6317383038_R04C01","WG0118066.DNAD05",635698,"NCI-H1650","CellLine","WG0118066","6317383038_r04c01_grn.idat","6317383038_r04c01_red.idat"
"6317383047_R04C01","WG0118066.DNAD06",635707,"NCI-H2073","CellLine","WG0118066","6317383047_r04c01_grn.idat","6317383047_r04c01_red.idat"
"6776934007_R04C01","WG0118066.DNAD07",635716,"NCI-H838","CellLine","WG0118066","6776934007_r04c01_grn.idat","6776934007_r04c01_red.idat"
"6246968095_R04C01","WG0118066.DNAD08",635724,"EVSA-T","CellLine","WG0118066","6246968095_r04c01_grn.idat","6246968095_r04c01_red.idat"
"6317383018_R01C01","WG0118066.DNAE01",635697,"KMM-1","CellLine","WG0118066","6317383018_r01c01_grn.idat","6317383018_r01c01_red.idat"
"6317383025_R01C01","WG0118066.DNAE02",635672,"L-363","CellLine","WG0118066","6317383025_r01c01_grn.idat","6317383025_r01c01_red.idat"
"6298021088_R01C01","WG0118066.DNAE03",635681,"A549","CellLine","WG0118066","6298021088_r01c01_grn.idat","6298021088_r01c01_red.idat"
"6317383028_R01C01","WG0118066.DNAE04",635690,"HOP-18","CellLine","WG0118066","6317383028_r01c01_grn.idat","6317383028_r01c01_red.idat"
"6317383030_R01C01","WG0118066.DNAE05",635699,"NCI-H1703","CellLine","WG0118066","6317383030_r01c01_grn.idat","6317383030_r01c01_red.idat"
"6317383021_R01C01","WG0118066.DNAE06",635708,"NCI-H2122","CellLine","WG0118066","6317383021_r01c01_grn.idat","6317383021_r01c01_red.idat"
"6776934003_R01C01","WG0118066.DNAE07",635718,"SW1573","CellLine","WG0118066","6776934003_r01c01_grn.idat","6776934003_r01c01_red.idat"
"6776934009_R01C01","WG0118066.DNAE08",635663,"HCC1428","CellLine","WG0118066","6776934009_r01c01_grn.idat","6776934009_r01c01_red.idat"
"6317383018_R03C01","WG0118066.DNAF01",635705,"KMS-11","CellLine","WG0118066","6317383018_r03c01_grn.idat","6317383018_r03c01_red.idat"
"6317383025_R03C01","WG0118066.DNAF02",635673,"LP-1","CellLine","WG0118066","6317383025_r03c01_grn.idat","6317383025_r03c01_red.idat"
"6298021088_R03C01","WG0118066.DNAF03",635682,"ABC-1","CellLine","WG0118066","6298021088_r03c01_grn.idat","6298021088_r03c01_red.idat"
"6317383028_R03C01","WG0118066.DNAF04",635691,"HOP-62","CellLine","WG0118066","6317383028_r03c01_grn.idat","6317383028_r03c01_red.idat"
"6317383030_R03C01","WG0118066.DNAF05",635700,"NCI-H1770","CellLine","WG0118066","6317383030_r03c01_grn.idat","6317383030_r03c01_red.idat"
"6317383021_R03C01","WG0118066.DNAF06",635709,"NCI-H23","CellLine","WG0118066","6317383021_r03c01_grn.idat","6317383021_r03c01_red.idat"
"6776934003_R03C01","WG0118066.DNAF07",635719,"AU565","CellLine","WG0118066","6776934003_r03c01_grn.idat","6776934003_r03c01_red.idat"
"6776934009_R03C01","WG0118066.DNAF08",635664,"HCC202","CellLine","WG0118066","6776934009_r03c01_grn.idat","6776934009_r03c01_red.idat"
"6317383018_R02C01","WG0118066.DNAG01",635712,"KMS-12-BM","CellLine","WG0118066","6317383018_r02c01_grn.idat","6317383018_r02c01_red.idat"
"6317383025_R02C01","WG0118066.DNAG02",635674,"MM.1S (IVCC)","CellLine","WG0118066","6317383025_r02c01_grn.idat","6317383025_r02c01_red.idat"
"6298021088_R02C01","WG0118066.DNAG03",635683,"Calu-6","CellLine","WG0118066","6298021088_r02c01_grn.idat","6298021088_r02c01_red.idat"
"6317383028_R02C01","WG0118066.DNAG04",635692,"NCI-H1048","CellLine","WG0118066","6317383028_r02c01_grn.idat","6317383028_r02c01_red.idat"
"6317383030_R02C01","WG0118066.DNAG05",635701,"NCI-H1781","CellLine","WG0118066","6317383030_r02c01_grn.idat","6317383030_r02c01_red.idat"
"6317383021_R02C01","WG0118066.DNAG06",635710,"NCI-H292","CellLine","WG0118066","6317383021_r02c01_grn.idat","6317383021_r02c01_red.idat"
"6776934003_R02C01","WG0118066.DNAG07",635720,"BT-483","CellLine","WG0118066","6776934003_r02c01_grn.idat","6776934003_r02c01_red.idat"
"6776934009_R02C01","WG0118066.DNAG08",635665,"HCC2688 (UTSW)","CellLine","WG0118066","6776934009_r02c01_grn.idat","6776934009_r02c01_red.idat"
"6317383018_R04C01","WG0118066.DNAH01",635717,"KMS-12-PE","CellLine","WG0118066","6317383018_r04c01_grn.idat","6317383018_r04c01_red.idat"
"6317383025_R04C01","WG0118066.DNAH02",635675,"MOLP-8","CellLine","WG0118066","6317383025_r04c01_grn.idat","6317383025_r04c01_red.idat"
"6298021088_R04C01","WG0118066.DNAH03",635685,"EBC-1","CellLine","WG0118066","6298021088_r04c01_grn.idat","6298021088_r04c01_red.idat"
"6317383028_R04C01","WG0118066.DNAH04",635693,"NCI-H1155","CellLine","WG0118066","6317383028_r04c01_grn.idat","6317383028_r04c01_red.idat"
"6317383030_R04C01","WG0118066.DNAH05",635702,"NCI-H1793","CellLine","WG0118066","6317383030_r04c01_grn.idat","6317383030_r04c01_red.idat"
"6317383021_R04C01","WG0118066.DNAH06",635711,"NCI-H358","CellLine","WG0118066","6317383021_r04c01_grn.idat","6317383021_r04c01_red.idat"
"6776934003_R04C01","WG0118066.DNAH07",635725,"BT-549","CellLine","WG0118066","6776934003_r04c01_grn.idat","6776934003_r04c01_red.idat"
"6776934009_R04C01","WG0118066.DNAH08",635666,"HCC70","CellLine","WG0118066","6776934009_r04c01_grn.idat","6776934009_r04c01_red.idat"
"7797008009_R01C01","WG0226814.DNAA02",2470309,"NCI-H2081","CellLine","WG0226814","7797008009_R01C01_Grn.idat","7797008009_R01C01_Red.idat"
"7917639006_R01C01","WG0226814.DNAA03",2470317,"MS-1-L","CellLine","WG0226814","7917639006_R01C01_Grn.idat","7917639006_R01C01_Red.idat"
"7917639006_R03C01","WG0226814.DNAA04",2470325,"NCI-H740","CellLine","WG0226814","7917639006_R03C01_Grn.idat","7917639006_R03C01_Red.idat"
"7814197057_R03C01","WG0226814.DNAB01",2470302,"DMS 454","CellLine","WG0226814","7814197057_R03C01_Grn.idat","7814197057_R03C01_Red.idat"
"7814197042_R01C01","WG0226814.DNAB02",2470310,"NCI-H510A","CellLine","WG0226814","7814197042_R01C01_Grn.idat","7814197042_R01C01_Red.idat"
"7814197040_R04C01","WG0226814.DNAB03",2470318,"NCI-H1105","CellLine","WG0226814","7814197040_R04C01_Grn.idat","7814197040_R04C01_Red.idat"
"7814197057_R02C01","WG0226814.DNAC01",2470303,"DMS 53","CellLine","WG0226814","7814197057_R02C01_Grn.idat","7814197057_R02C01_Red.idat"
"7814197042_R03C01","WG0226814.DNAC02",2470311,"NCI-H847","CellLine","WG0226814","7814197042_R03C01_Grn.idat","7814197042_R03C01_Red.idat"
"7814197003_R01C01","WG0226814.DNAC03",2470319,"NCI-H1339","CellLine","WG0226814","7814197003_R01C01_Grn.idat","7814197003_R01C01_Red.idat"
"7814197057_R04C01","WG0226814.DNAD01",2470304,"NCI-H2196","CellLine","WG0226814","7814197057_R04C01_Grn.idat","7814197057_R04C01_Red.idat"
"7814197042_R02C01","WG0226814.DNAD02",2470312,"NCI-H526","CellLine","WG0226814","7814197042_R02C01_Grn.idat","7814197042_R02C01_Red.idat"
"7814197003_R03C01","WG0226814.DNAD03",2470320,"NCI-H1436","CellLine","WG0226814","7814197003_R03C01_Grn.idat","7814197003_R03C01_Red.idat"
"7814197056_R01C01","WG0226814.DNAE01",2470305,"NCI-H2198","CellLine","WG0226814","7814197056_R01C01_Grn.idat","7814197056_R01C01_Red.idat"
"7814197042_R04C01","WG0226814.DNAE02",2470313,"NCI-H69","CellLine","WG0226814","7814197042_R04C01_Grn.idat","7814197042_R04C01_Red.idat"
"7814197003_R02C01","WG0226814.DNAE03",2470321,"NCI-H1417","CellLine","WG0226814","7814197003_R02C01_Grn.idat","7814197003_R02C01_Red.idat"
"7814197056_R03C01","WG0226814.DNAF01",2470306,"HCC33 (DSMZ)","CellLine","WG0226814","7814197056_R03C01_Grn.idat","7814197056_R03C01_Red.idat"
"7797008009_R03C01","WG0226814.DNAF02",2470314,"COR-L32","CellLine","WG0226814","7797008009_R03C01_Grn.idat","7797008009_R03C01_Red.idat"
"7814197003_R04C01","WG0226814.DNAF03",2470322,"NCI-H1694","CellLine","WG0226814","7814197003_R04C01_Grn.idat","7814197003_R04C01_Red.idat"
"7814197056_R02C01","WG0226814.DNAG01",2470307,"NCI-H1092","CellLine","WG0226814","7814197056_R02C01_Grn.idat","7814197056_R02C01_Red.idat"
"7797008009_R02C01","WG0226814.DNAG02",2470315,"H69AR","CellLine","WG0226814","7797008009_R02C01_Grn.idat","7797008009_R02C01_Red.idat"
"7814197055_R01C01","WG0226814.DNAG03",2470323,"NCI-H211","CellLine","WG0226814","7814197055_R01C01_Grn.idat","7814197055_R01C01_Red.idat"
"7814197056_R04C01","WG0226814.DNAH01",2470308,"NCI-H1882","CellLine","WG0226814","7814197056_R04C01_Grn.idat","7814197056_R04C01_Red.idat"
"7797008009_R04C01","WG0226814.DNAH02",2470316,"HCC850","CellLine","WG0226814","7797008009_R04C01_Grn.idat","7797008009_R04C01_Red.idat"
"7814197055_R03C01","WG0226814.DNAH03",2470324,"NCI-H524","CellLine","WG0226814","7814197055_R03C01_Grn.idat","7814197055_R03C01_Red.idat"
