[Header],,,,,,,,,,,
Institute Name,"BHK Lab",,,,,,,,,,
Investigator Name,Rene Quevedo,,,,,,,,,,
Project Name,InfiniumOmni2.5-8v1.3_A1,,,,,,,,,,
Date,5/30/2017,,,,,,,,,,
,,,,,,,,,,,
[Manifests],,,,,,,,,,,
A,InfiniumOmni2-5-8v1-3_A1,,,,,,,,,,
,,,,,,,,,,,
[Data],,,,,,,,,,,

Sample_ID,SentrixBarcode_A,SentrixPosition_A,File_ID
Unk388,6317383018,r04c01,_ega-box-147_6317383018_r04c01
Unk389,6317383021,r01c01,_ega-box-147_6317383021_r01c01
Unk390,6317383021,r02c01,_ega-box-147_6317383021_r02c01
Unk391,6317383022,r02c01,_ega-box-147_6317383022_r02c01
Unk392,6317383022,r03c01,_ega-box-147_6317383022_r03c01
Unk393,6317383022,r04c01,_ega-box-147_6317383022_r04c01
Unk394,6317383025,r01c01,_ega-box-147_6317383025_r01c01
Unk395,6317383025,r02c01,_ega-box-147_6317383025_r02c01
Unk396,6317383025,r03c01,_ega-box-147_6317383025_r03c01
Unk397,6317383025,r04c01,_ega-box-147_6317383025_r04c01
Unk398,6317383028,r03c01,_ega-box-147_6317383028_r03c01
Unk399,6317383030,r01c01,_ega-box-147_6317383030_r01c01
Unk400,6317383030,r02c01,_ega-box-147_6317383030_r02c01
Unk401,6317383047,r01c01,_ega-box-147_6317383047_r01c01
Unk402,6317383047,r03c01,_ega-box-147_6317383047_r03c01
Unk403,6317391011,R01C01,_ega-box-147_6317391011_R01C01
Unk404,6317391011,R02C01,_ega-box-147_6317391011_R02C01
Unk405,6317391011,R03C01,_ega-box-147_6317391011_R03C01
Unk406,6317391011,R04C01,_ega-box-147_6317391011_R04C01
Unk407,6317391046,R01C01,_ega-box-147_6317391046_R01C01
Unk408,6317391046,R02C01,_ega-box-147_6317391046_R02C01
Unk409,6317391046,R03C01,_ega-box-147_6317391046_R03C01
Unk410,6317391046,R04C01,_ega-box-147_6317391046_R04C01
Unk411,6317391047,R02C01,_ega-box-147_6317391047_R02C01
Unk412,6317391047,R04C01,_ega-box-147_6317391047_R04C01
Unk413,6317391048,R01C01,_ega-box-147_6317391048_R01C01
Unk414,6317391048,R02C01,_ega-box-147_6317391048_R02C01
Unk415,6317391048,R03C01,_ega-box-147_6317391048_R03C01
Unk416,6317391048,R04C01,_ega-box-147_6317391048_R04C01
Unk417,6317391089,R01C01,_ega-box-147_6317391089_R01C01
Unk418,6317391089,R02C01,_ega-box-147_6317391089_R02C01
Unk419,6317391089,R03C01,_ega-box-147_6317391089_R03C01
Unk420,6317391089,R04C01,_ega-box-147_6317391089_R04C01
Unk421,6317404002,R01C01,_ega-box-147_6317404002_R01C01
Unk422,6317404002,R02C01,_ega-box-147_6317404002_R02C01
Unk423,6317404002,R03C01,_ega-box-147_6317404002_R03C01
Unk424,6317404002,R04C01,_ega-box-147_6317404002_R04C01
Unk425,6317404003,R01C01,_ega-box-147_6317404003_R01C01
Unk426,6317404003,R03C01,_ega-box-147_6317404003_R03C01
Unk427,6317404003,R04C01,_ega-box-147_6317404003_R04C01
Unk428,6317404005,R01C01,_ega-box-147_6317404005_R01C01
Unk429,6317404005,R02C01,_ega-box-147_6317404005_R02C01
Unk430,6317404005,R03C01,_ega-box-147_6317404005_R03C01
Unk431,6317404005,R04C01,_ega-box-147_6317404005_R04C01
Unk432,6317404006,r01c01,_ega-box-147_6317404006_r01c01
Unk433,6317404006,r02c01,_ega-box-147_6317404006_r02c01
Unk434,6317404006,r03c01,_ega-box-147_6317404006_r03c01
Unk435,6317404006,r04c01,_ega-box-147_6317404006_r04c01
Unk436,6317404009,R01C01,_ega-box-147_6317404009_R01C01
Unk437,6317404009,R02C01,_ega-box-147_6317404009_R02C01
Unk438,6317404009,R03C01,_ega-box-147_6317404009_R03C01
Unk439,6317404009,R04C01,_ega-box-147_6317404009_R04C01
Unk440,6317404010,R02C01,_ega-box-147_6317404010_R02C01
Unk441,6317404012,r03c01,_ega-box-147_6317404012_r03c01
Unk442,6317404012,r04c01,_ega-box-147_6317404012_r04c01
Unk443,6317404016,R01C01,_ega-box-147_6317404016_R01C01
Unk444,6317404016,R02C01,_ega-box-147_6317404016_R02C01
Unk445,6317404017,r01c01,_ega-box-147_6317404017_r01c01
Unk446,6317404017,r02c01,_ega-box-147_6317404017_r02c01
Unk447,6317404018,r01c01,_ega-box-147_6317404018_r01c01
Unk448,6317404018,r02c01,_ega-box-147_6317404018_r02c01
Unk449,6317404018,r03c01,_ega-box-147_6317404018_r03c01
Unk450,6317404018,r04c01,_ega-box-147_6317404018_r04c01
Unk451,6317404019,R01C01,_ega-box-147_6317404019_R01C01
Unk452,6317404019,R02C01,_ega-box-147_6317404019_R02C01
Unk453,6317404019,R03C01,_ega-box-147_6317404019_R03C01
Unk454,6317404019,R04C01,_ega-box-147_6317404019_R04C01
Unk455,6317404020,R01C01,_ega-box-147_6317404020_R01C01
Unk456,6317404020,R02C01,_ega-box-147_6317404020_R02C01
Unk457,6317404020,R03C01,_ega-box-147_6317404020_R03C01
Unk458,6317404020,R04C01,_ega-box-147_6317404020_R04C01
Unk459,6317404021,R02C01,_ega-box-147_6317404021_R02C01
Unk460,6317404021,R03C01,_ega-box-147_6317404021_R03C01
Unk461,6317404022,r01c01,_ega-box-147_6317404022_r01c01
Unk462,6317404022,r02c01,_ega-box-147_6317404022_r02c01
Unk463,6317404022,r03c01,_ega-box-147_6317404022_r03c01
Unk464,6317404022,r04c01,_ega-box-147_6317404022_r04c01
Unk465,6317404023,r01c01,_ega-box-147_6317404023_r01c01
Unk466,6317404023,r02c01,_ega-box-147_6317404023_r02c01
Unk467,6317404023,r03c01,_ega-box-147_6317404023_r03c01
Unk468,6317404023,r04c01,_ega-box-147_6317404023_r04c01
Unk469,6317404024,r03c01,_ega-box-147_6317404024_r03c01
Unk470,6317404025,r01c01,_ega-box-147_6317404025_r01c01
Unk471,6317404025,r02c01,_ega-box-147_6317404025_r02c01
Unk472,6317404025,r03c01,_ega-box-147_6317404025_r03c01
Unk473,6317404025,r04c01,_ega-box-147_6317404025_r04c01
Unk474,6317404026,R01C01,_ega-box-147_6317404026_R01C01
Unk475,6317404026,R02C01,_ega-box-147_6317404026_R02C01
Unk476,6317404026,R03C01,_ega-box-147_6317404026_R03C01
Unk477,6317404026,R04C01,_ega-box-147_6317404026_R04C01
Unk478,6317404027,R01C01,_ega-box-147_6317404027_R01C01
Unk479,6317404027,R02C01,_ega-box-147_6317404027_R02C01
Unk480,6317404027,R03C01,_ega-box-147_6317404027_R03C01
Unk481,6317404027,R04C01,_ega-box-147_6317404027_R04C01
Unk482,6317404030,R01C01,_ega-box-147_6317404030_R01C01
Unk483,6317404030,R04C01,_ega-box-147_6317404030_R04C01
Unk484,6317404031,R01C01,_ega-box-147_6317404031_R01C01
Unk485,6317404031,R02C01,_ega-box-147_6317404031_R02C01
Unk486,6317404031,R03C01,_ega-box-147_6317404031_R03C01
Unk487,6317404031,R04C01,_ega-box-147_6317404031_R04C01
Unk488,6317404032,r01c01,_ega-box-147_6317404032_r01c01
Unk489,6317404032,r02c01,_ega-box-147_6317404032_r02c01
Unk490,6317404032,r03c01,_ega-box-147_6317404032_r03c01
Unk491,6317404032,r04c01,_ega-box-147_6317404032_r04c01
Unk492,6317404034,R01C01,_ega-box-147_6317404034_R01C01
Unk493,6317404034,R02C01,_ega-box-147_6317404034_R02C01
Unk494,6317404034,R03C01,_ega-box-147_6317404034_R03C01
Unk495,6317404034,R04C01,_ega-box-147_6317404034_R04C01
Unk496,6317404035,R01C01,_ega-box-147_6317404035_R01C01
Unk497,6317404035,R02C01,_ega-box-147_6317404035_R02C01
Unk498,6317404035,R03C01,_ega-box-147_6317404035_R03C01
Unk499,6317404035,R04C01,_ega-box-147_6317404035_R04C01
Unk500,6317404037,R01C01,_ega-box-147_6317404037_R01C01
Unk501,6317404037,R02C01,_ega-box-147_6317404037_R02C01
Unk502,6317404037,R03C01,_ega-box-147_6317404037_R03C01
Unk503,6317404037,R04C01,_ega-box-147_6317404037_R04C01
Unk504,6317404038,R01C01,_ega-box-147_6317404038_R01C01
Unk505,6317404038,R02C01,_ega-box-147_6317404038_R02C01
Unk506,6317404038,R03C01,_ega-box-147_6317404038_R03C01
Unk507,6317404038,R04C01,_ega-box-147_6317404038_R04C01
Unk508,6317404039,r01c01,_ega-box-147_6317404039_r01c01
Unk509,6317404039,r02c01,_ega-box-147_6317404039_r02c01
Unk510,6317404039,r04c01,_ega-box-147_6317404039_r04c01
Unk511,6317404041,R01C01,_ega-box-147_6317404041_R01C01
Unk512,6317404041,R02C01,_ega-box-147_6317404041_R02C01
Unk513,6317404041,R03C01,_ega-box-147_6317404041_R03C01
Unk514,6317404041,R04C01,_ega-box-147_6317404041_R04C01
Unk515,6317404043,R01C01,_ega-box-147_6317404043_R01C01
Unk516,6317404043,R02C01,_ega-box-147_6317404043_R02C01
Unk517,6317404043,R03C01,_ega-box-147_6317404043_R03C01
Unk518,6317404043,R04C01,_ega-box-147_6317404043_R04C01
Unk519,6317404044,R01C01,_ega-box-147_6317404044_R01C01
Unk520,6317404044,R02C01,_ega-box-147_6317404044_R02C01
Unk521,6317404044,R03C01,_ega-box-147_6317404044_R03C01
Unk522,6317404044,R04C01,_ega-box-147_6317404044_R04C01
Unk523,6317404045,R01C01,_ega-box-147_6317404045_R01C01
Unk524,6317404045,R02C01,_ega-box-147_6317404045_R02C01
Unk525,6317404045,R03C01,_ega-box-147_6317404045_R03C01
Unk526,6317404045,R04C01,_ega-box-147_6317404045_R04C01
Unk527,6317404047,R02C01,_ega-box-147_6317404047_R02C01
Unk528,6317404047,R03C01,_ega-box-147_6317404047_R03C01
Unk529,6317404047,R04C01,_ega-box-147_6317404047_R04C01
Unk530,6317404048,r01c01,_ega-box-147_6317404048_r01c01
Unk531,6317404048,r02c01,_ega-box-147_6317404048_r02c01
Unk532,6317404048,r04c01,_ega-box-147_6317404048_r04c01
Unk533,6317404052,R02C01,_ega-box-147_6317404052_R02C01
Unk534,6317404052,R03C01,_ega-box-147_6317404052_R03C01
Unk535,6317404052,R04C01,_ega-box-147_6317404052_R04C01
Unk536,6317404057,R01C01,_ega-box-147_6317404057_R01C01
Unk537,6317404057,R02C01,_ega-box-147_6317404057_R02C01
Unk538,6317404057,R03C01,_ega-box-147_6317404057_R03C01
Unk539,6317404057,R04C01,_ega-box-147_6317404057_R04C01
Unk540,6317404058,R01C01,_ega-box-147_6317404058_R01C01
Unk541,6317404058,R02C01,_ega-box-147_6317404058_R02C01
Unk542,6317404058,R03C01,_ega-box-147_6317404058_R03C01
Unk543,6317404058,R04C01,_ega-box-147_6317404058_R04C01
Unk544,6317404060,R01C01,_ega-box-147_6317404060_R01C01
Unk545,6317404060,R02C01,_ega-box-147_6317404060_R02C01
Unk546,6317404060,R04C01,_ega-box-147_6317404060_R04C01
Unk547,6317404061,R01C01,_ega-box-147_6317404061_R01C01
Unk548,6317404061,R02C01,_ega-box-147_6317404061_R02C01
Unk549,6317404061,R03C01,_ega-box-147_6317404061_R03C01
Unk550,6317404061,R04C01,_ega-box-147_6317404061_R04C01
Unk551,6317404062,R01C01,_ega-box-147_6317404062_R01C01
Unk552,6317404062,R02C01,_ega-box-147_6317404062_R02C01
Unk553,6317404062,R04C01,_ega-box-147_6317404062_R04C01
Unk554,6317404068,R01C01,_ega-box-147_6317404068_R01C01
Unk555,6317404068,R02C01,_ega-box-147_6317404068_R02C01
Unk556,6317404068,R03C01,_ega-box-147_6317404068_R03C01
Unk557,6317404068,R04C01,_ega-box-147_6317404068_R04C01
Unk558,6317404069,R02C01,_ega-box-147_6317404069_R02C01
Unk559,6317404069,R03C01,_ega-box-147_6317404069_R03C01
Unk560,6317404069,R04C01,_ega-box-147_6317404069_R04C01
Unk561,6317404071,R01C01,_ega-box-147_6317404071_R01C01
Unk562,6317404073,r01c01,_ega-box-147_6317404073_r01c01
Unk563,6317404073,R02C01,_ega-box-147_6317404073_R02C01
Unk564,6317404073,r03c01,_ega-box-147_6317404073_r03c01
Unk565,6317404073,R04C01,_ega-box-147_6317404073_R04C01
Unk566,6317404074,R01C01,_ega-box-147_6317404074_R01C01
Unk567,6317404074,R02C01,_ega-box-147_6317404074_R02C01
Unk568,6317404074,R03C01,_ega-box-147_6317404074_R03C01
Unk569,6317404074,R04C01,_ega-box-147_6317404074_R04C01
Unk570,6317404079,R02C01,_ega-box-147_6317404079_R02C01
Unk571,6317404080,R01C01,_ega-box-147_6317404080_R01C01
Unk572,6317404080,R02C01,_ega-box-147_6317404080_R02C01
Unk573,6317404080,R03C01,_ega-box-147_6317404080_R03C01
Unk574,6317404080,R04C01,_ega-box-147_6317404080_R04C01
Unk575,6317404081,R01C01,_ega-box-147_6317404081_R01C01
Unk576,6317404081,R02C01,_ega-box-147_6317404081_R02C01
Unk577,6317404081,R03C01,_ega-box-147_6317404081_R03C01
Unk578,6317404081,R04C01,_ega-box-147_6317404081_R04C01
Unk579,6317404084,R01C01,_ega-box-147_6317404084_R01C01
Unk580,6317404084,R02C01,_ega-box-147_6317404084_R02C01
Unk581,6317404084,R03C01,_ega-box-147_6317404084_R03C01
Unk582,6317404084,R04C01,_ega-box-147_6317404084_R04C01
Unk583,6317404086,R02C01,_ega-box-147_6317404086_R02C01
Unk584,6317404091,r02c01,_ega-box-147_6317404091_r02c01
Unk585,6317404091,r03c01,_ega-box-147_6317404091_r03c01
Unk586,6317404091,r04c01,_ega-box-147_6317404091_r04c01
Unk587,6317404092,R01C01,_ega-box-147_6317404092_R01C01
Unk588,6317404092,R02C01,_ega-box-147_6317404092_R02C01
Unk589,6317404093,R01C01,_ega-box-147_6317404093_R01C01
Unk590,6317404093,R02C01,_ega-box-147_6317404093_R02C01
Unk591,6317404093,R03C01,_ega-box-147_6317404093_R03C01
Unk592,6317404093,R04C01,_ega-box-147_6317404093_R04C01
Unk593,6317404094,R04C01,_ega-box-147_6317404094_R04C01
Unk594,6317404096,R02C01,_ega-box-147_6317404096_R02C01
Unk595,6317404096,R03C01,_ega-box-147_6317404096_R03C01
Unk596,6317404096,R04C01,_ega-box-147_6317404096_R04C01
Unk597,6317404100,r01c01,_ega-box-147_6317404100_r01c01
Unk598,6317404100,r02c01,_ega-box-147_6317404100_r02c01
Unk599,6317404100,r03c01,_ega-box-147_6317404100_r03c01
Unk600,6317404100,r04c01,_ega-box-147_6317404100_r04c01
Unk601,6317404101,R01C01,_ega-box-147_6317404101_R01C01
Unk602,6317404101,R02C01,_ega-box-147_6317404101_R02C01
Unk603,6317404101,R03C01,_ega-box-147_6317404101_R03C01
Unk604,6317404101,R04C01,_ega-box-147_6317404101_R04C01
Unk605,6317404102,R01C01,_ega-box-147_6317404102_R01C01
Unk606,6317404102,R02C01,_ega-box-147_6317404102_R02C01
Unk607,6317404102,R03C01,_ega-box-147_6317404102_R03C01
Unk608,6317404102,R04C01,_ega-box-147_6317404102_R04C01
Unk609,6776934003,r01c01,_ega-box-147_6776934003_r01c01
Unk610,6776934007,r01c01,_ega-box-147_6776934007_r01c01
Unk611,6776934007,r02c01,_ega-box-147_6776934007_r02c01
Unk612,6776934007,r03c01,_ega-box-147_6776934007_r03c01
Unk613,6776934009,r02c01,_ega-box-147_6776934009_r02c01
Unk614,7500673001,r01c01,_ega-box-147_7500673001_r01c01
Unk615,7500673001,r02c01,_ega-box-147_7500673001_r02c01
Unk616,7500673001,r03c01,_ega-box-147_7500673001_r03c01
Unk617,7500673001,r04c01,_ega-box-147_7500673001_r04c01
Unk618,7500673002,r02c01,_ega-box-147_7500673002_r02c01
Unk619,7659844056,r01c01,_ega-box-147_7659844056_r01c01
Unk620,7659844056,r02c01,_ega-box-147_7659844056_r02c01
Unk621,7659844056,r03c01,_ega-box-147_7659844056_r03c01
Unk622,7659844056,r04c01,_ega-box-147_7659844056_r04c01
Unk623,7797008009,R01C01,_ega-box-147_7797008009_R01C01
Unk624,7802903007,r01c01,_ega-box-147_7802903007_r01c01
Unk625,7802903007,r02c01,_ega-box-147_7802903007_r02c01
Unk626,7802903007,r03c01,_ega-box-147_7802903007_r03c01
Unk627,7802903007,r04c01,_ega-box-147_7802903007_r04c01
Unk628,7802903008,r02c01,_ega-box-147_7802903008_r02c01
Unk629,7802903008,r03c01,_ega-box-147_7802903008_r03c01
Unk630,7802903008,r04c01,_ega-box-147_7802903008_r04c01
Unk631,7802903011,r02c01,_ega-box-147_7802903011_r02c01
Unk632,7802903011,r03c01,_ega-box-147_7802903011_r03c01
Unk633,7802903014,r01c01,_ega-box-147_7802903014_r01c01
Unk634,7802903014,r03c01,_ega-box-147_7802903014_r03c01
Unk635,7802903014,r04c01,_ega-box-147_7802903014_r04c01
Unk636,7802903019,r01c01,_ega-box-147_7802903019_r01c01
Unk637,7802903019,r02c01,_ega-box-147_7802903019_r02c01
Unk638,7802903019,r03c01,_ega-box-147_7802903019_r03c01
Unk639,7802903019,r04c01,_ega-box-147_7802903019_r04c01
Unk640,7802903031,r02c01,_ega-box-147_7802903031_r02c01
Unk641,7802903031,r03c01,_ega-box-147_7802903031_r03c01
Unk642,7802903031,r04c01,_ega-box-147_7802903031_r04c01
Unk643,7802903033,r01c01,_ega-box-147_7802903033_r01c01
Unk644,7802903033,r02c01,_ega-box-147_7802903033_r02c01
Unk645,7802903033,r03c01,_ega-box-147_7802903033_r03c01
Unk646,7802903043,r01c01,_ega-box-147_7802903043_r01c01
Unk647,7802903043,r03c01,_ega-box-147_7802903043_r03c01
Unk648,7814197033,r03c01,_ega-box-147_7814197033_r03c01
Unk649,7814197039,r04c01,_ega-box-147_7814197039_r04c01
Unk650,7814197042,R01C01,_ega-box-147_7814197042_R01C01
Unk651,7814197056,R02C01,_ega-box-147_7814197056_R02C01
Unk652,7814197056,R03C01,_ega-box-147_7814197056_R03C01
Unk653,7814197057,R02C01,_ega-box-147_7814197057_R02C01
Unk654,7814197061,r01c01,_ega-box-147_7814197061_r01c01
Unk655,7814197061,r02c01,_ega-box-147_7814197061_r02c01
Unk656,7814197061,r03c01,_ega-box-147_7814197061_r03c01
Unk657,7814197061,r04c01,_ega-box-147_7814197061_r04c01
Unk658,7814197062,r03c01,_ega-box-147_7814197062_r03c01
Unk659,7814197062,r04c01,_ega-box-147_7814197062_r04c01
Unk660,7814197063,r01c01,_ega-box-147_7814197063_r01c01
Unk661,7814197063,r02c01,_ega-box-147_7814197063_r02c01
Unk662,7814197063,r03c01,_ega-box-147_7814197063_r03c01
Unk663,7814197065,r01c01,_ega-box-147_7814197065_r01c01
Unk664,7814197065,r02c01,_ega-box-147_7814197065_r02c01
Unk665,7814197065,r04c01,_ega-box-147_7814197065_r04c01
Unk666,7814197101,r01c01,_ega-box-147_7814197101_r01c01
Unk667,7814197101,r03c01,_ega-box-147_7814197101_r03c01
Unk668,7814197101,r04c01,_ega-box-147_7814197101_r04c01
